DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19680725,0.0281,-1.3060,0.0875,0.3693,-0.0591,0.6504
19680726,0.0281,0.2637,-0.5918,0.4914,0.1190,0.0314
19680729,0.0281,-0.8762,-0.5459,-0.1784,-0.2568,0.1838
19680730,0.0281,0.1117,-0.2417,-0.2006,-0.2740,0.0977
19680801,0.0248,-0.5422,-0.0687,0.4863,0.3087,0.4468
19680802,0.0248,-0.5660,-0.1301,-0.2289,-0.1327,-0.1775
19680805,0.0248,0.3841,0.4095,-0.2326,-0.1688,-0.1207
19680806,0.0248,0.4532,0.4151,0.0449,-0.0250,0.0612
19680808,0.0248,-0.2449,-0.0886,-0.0074,-0.3308,0.0747
19680809,0.0248,0.0291,0.0214,-0.1668,-0.2239,-0.1626
19680812,0.0248,0.9905,0.1969,-0.3003,-0.1221,0.0302
19680813,0.0248,0.4429,-0.0145,-0.0750,-0.2130,0.2704
19680815,0.0248,-0.3895,0.5344,-0.2378,-0.1108,-0.0967
19680816,0.0248,0.5856,0.1165,0.1664,0.2138,0.2087
19680819,0.0248,0.3406,0.2309,0.0388,0.1873,0.1780
19680820,0.0248,0.0060,-0.1636,-0.1410,-0.2153,0.1063
19680822,0.0248,-0.3177,-0.1149,0.2965,0.0397,0.4291
19680823,0.0248,0.0295,0.3748,0.1641,-0.3741,-0.0105
19680826,0.0248,0.2274,-0.0889,0.1816,0.1180,0.3376
19680827,0.0248,-0.1920,0.2803,0.2155,0.1043,-0.0242
19680829,0.0248,-0.1155,0.0751,0.3575,0.6305,0.3569
19680830,0.0248,0.2137,0.1167,0.0295,-0.3453,-0.3813
19680903,0.0247,0.3684,0.0098,-0.2170,-0.0121,-0.0644
19680904,0.0247,0.6100,0.0134,0.1180,-0.1607,0.1217
19680905,0.0247,0.7000,-0.4465,0.2764,-0.5453,0.2747
19680906,0.0247,0.4248,0.0629,0.1830,-0.0454,-0.4410
19680909,0.0247,0.1267,0.3355,-0.2483,-0.4872,-0.2318
19680910,0.0247,-0.4984,0.1386,-0.0577,-0.1448,0.1819
19680912,0.0247,-0.2036,0.2906,0.4693,0.3617,0.5815
19680913,0.0247,0.3648,0.2005,-0.4460,-0.2184,-0.1150
19680916,0.0247,0.3780,-0.1672,0.0611,0.0070,0.1764
19680917,0.0247,0.2359,-0.2746,-0.2079,-0.3386,-0.2944
19680919,0.0247,0.1607,0.1957,-0.3627,-0.1819,-0.3523
19680920,0.0247,0.1098,-0.1604,-0.1872,-0.8636,-0.4018
19680923,0.0247,0.5664,-0.2535,-0.0103,-0.1242,0.2068
19680924,0.0247,0.3669,0.3974,-0.0231,0.0088,-0.2498
19680926,0.0247,-0.2004,0.1039,0.1184,0.0883,-0.1117
19680927,0.0247,0.0666,0.4830,-0.0969,-0.3920,-0.4744
19680930,0.0247,0.4069,0.4443,0.1395,-0.1712,0.1351
19681001,0.0244,0.1612,0.2714,0.2324,-0.1228,-0.1232
19681003,0.0244,0.3428,0.0191,0.1649,0.0227,-0.2389
19681004,0.0244,0.2624,-0.4633,0.0876,0.0397,0.4642
19681007,0.0244,-0.0327,-0.1019,0.0040,-0.0407,-0.1667
19681008,0.0244,-0.0539,-0.1883,0.0125,0.0327,-0.3812
19681010,0.0244,-0.4200,0.1735,0.1664,0.3823,0.1443
19681011,0.0244,0.0034,0.3741,0.0581,-0.1578,-0.0908
19681014,0.0244,0.1613,0.1483,-0.0671,0.0825,-0.1980
19681015,0.0244,0.1865,-0.0018,0.0761,-0.4119,0.1140
19681017,0.0244,0.4850,-0.3953,0.5567,0.0275,0.8698
19681018,0.0244,0.6893,-0.3228,0.0930,0.2216,0.5135
19681021,0.0244,0.1432,-0.0736,0.0894,0.0827,0.4339
19681022,0.0244,-0.3389,0.1146,-0.0825,-0.2056,0.1445
19681024,0.0244,-0.6281,0.4460,0.0446,-0.0027,0.0521
19681025,0.0244,0.3117,0.1036,0.3225,0.1369,0.1169
19681028,0.0244,-0.3154,-0.1418,0.4617,0.0656,-0.0333
19681029,0.0244,-0.5748,-0.3479,0.1877,0.1131,0.5080
19681031,0.0244,0.0523,-0.2303,0.1999,0.1430,0.3698
19681101,0.0262,-0.3674,-0.1819,-0.0268,0.0392,0.1192
19681104,0.0262,0.0153,-0.1643,0.1128,0.2728,0.1192
19681106,0.0262,0.1816,0.1373,0.1652,0.0602,0.0524
19681107,0.0262,0.2706,-0.1266,-0.0169,0.4984,0.2293
19681108,0.0262,0.5172,0.1768,0.2605,-0.4360,-0.3115
19681112,0.0262,0.7426,0.3799,-0.4037,-0.1814,0.0898
19681113,0.0262,0.5585,0.4537,-0.6191,-0.0284,0.1398
19681114,0.0262,0.0956,0.4392,-0.2347,-0.0123,-0.3082
19681115,0.0262,0.5647,0.4302,0.3062,0.2766,-0.1086
19681118,0.0262,0.1600,0.0248,0.2209,-0.0228,-0.0381
19681119,0.0262,0.2861,0.2608,-0.3222,-0.2529,-0.1822
19681121,0.0262,-0.0507,0.3643,-0.3921,-0.0874,-0.1805
19681122,0.0262,0.4467,0.1857,-0.3642,-0.2710,0.1900
19681125,0.0262,0.2587,0.1014,-0.0453,-0.1487,-0.3882
19681126,0.0262,0.6614,0.0443,-0.1706,0.0071,-0.2700
19681127,0.0262,0.4205,0.2539,-0.0265,0.0698,0.3094
19681129,0.0262,0.5560,-0.2031,0.2223,-0.2428,-0.3836
19681202,0.0236,-0.1883,0.2023,0.4846,0.2759,-0.1015
19681203,0.0236,-0.0990,0.0905,-0.0495,0.4721,-0.0739
19681205,0.0236,-0.2884,0.6254,0.2394,0.2732,-0.1814
19681206,0.0236,0.2572,0.1589,0.3772,-0.2047,-0.0882
19681209,0.0236,-0.1841,0.3908,0.1358,-0.4614,-0.2476
19681210,0.0236,-0.1825,0.2305,-0.2006,-0.0143,0.2314
19681212,0.0236,-0.0410,0.1852,0.0715,-0.2837,-0.5336
19681213,0.0236,0.2752,0.0741,0.3980,-0.4441,0.0166
19681216,0.0236,-0.3921,0.1197,0.0116,-0.3025,-0.0019
19681217,0.0236,-0.4555,-0.1568,0.0145,0.2586,0.1859
19681219,0.0236,0.2320,-0.0865,-0.2091,0.2029,0.0484
19681220,0.0236,-0.4903,0.5107,0.5481,0.0393,-0.1726
19681223,0.0236,-1.0508,0.3293,0.3091,-0.2526,0.0845
19681224,0.0236,-0.1332,0.1075,-0.0842,0.0157,0.0958
19681226,0.0236,0.1081,0.2276,-0.1131,-0.2240,-0.0277
19681227,0.0236,-0.3842,0.2536,0.2372,0.0592,0.0108
19681230,0.0236,-1.0445,-0.5388,0.3898,-0.0592,0.1707
19681231,0.0236,0.0752,0.3096,0.1381,0.0154,0.0682
19690102,0.0228,0.0859,0.2319,0.2101,-0.1276,-0.2927
19690103,0.0228,-0.0103,-0.0370,0.2213,0.0337,-0.2748
19690106,0.0228,-1.5163,-0.2379,0.0396,-0.0709,-0.0218
19690107,0.0228,-1.3705,-0.9079,-0.3982,-0.0574,0.0600
19690108,0.0228,-0.5103,-0.2032,-0.1833,0.0527,-0.2913
19690109,0.0228,0.3974,0.1010,-0.2352,0.0799,0.1399
19690110,0.0228,-0.2973,0.0095,0.2736,-0.3527,-0.0375
19690113,0.0228,-0.7302,-0.9167,0.3327,-0.0019,0.2779
19690114,0.0228,0.7340,0.0057,-0.1498,0.2975,0.1163
19690115,0.0228,0.6041,0.6981,0.0580,-0.0083,-0.0523
19690116,0.0228,0.5531,0.4910,0.2304,0.3529,0.4839
19690117,0.0228,-0.0980,0.2983,0.1044,0.2138,-0.0294
19690120,0.0228,-0.2037,0.1948,0.0804,-0.1403,-0.0544
19690121,0.0228,-0.1299,0.2009,-0.1194,0.0873,0.4791
19690122,0.0228,0.3930,0.2134,0.0555,0.0045,-0.2065
19690123,0.0228,0.5219,0.3049,0.2008,-0.2076,-0.1564
19690124,0.0228,-0.0628,-0.0972,0.0311,-0.0836,-0.1538
19690127,0.0228,-0.0066,-0.0991,0.1018,-0.0368,0.0874
19690128,0.0228,0.0271,0.0871,0.0332,0.0421,0.2499
19690129,0.0228,0.0728,-0.1825,0.0265,-0.4675,-0.1335
19690130,0.0228,-0.0320,-0.0985,-0.1328,0.1708,-0.0500
19690131,0.0228,0.3680,-0.3908,0.4709,0.1060,0.1183
19690203,0.0256,-0.0967,-0.1592,0.4137,-0.1572,0.1070
19690204,0.0256,-0.0007,-0.0136,0.0536,-0.1455,0.2361
19690205,0.0256,0.1397,-0.1528,-0.0829,-0.0047,0.1721
19690206,0.0256,0.3145,-0.3147,-0.2755,-0.0000,-0.0787
19690207,0.0256,0.0824,-0.0989,-0.1613,0.0103,0.3413
19690211,0.0256,0.0762,0.2356,-0.2050,0.3705,0.1259
19690212,0.0256,-0.0498,0.0004,0.1129,0.1840,0.1167
19690213,0.0256,0.0322,-0.1849,0.0790,0.2275,0.1997
19690214,0.0256,-0.1128,-0.2399,0.0644,0.0180,0.0334
19690217,0.0256,-1.2787,-0.3430,0.1092,0.2087,-0.3353
19690218,0.0256,-1.1972,-0.5869,0.2496,-0.2402,0.4762
19690219,0.0256,-0.8062,-0.0633,0.0487,-0.0088,0.1440
19690220,0.0256,-0.9544,-0.4743,0.0451,-0.0491,0.0534
19690224,0.0256,-1.2776,-0.7027,0.1085,0.0616,0.4382
19690225,0.0256,-0.7496,-0.4727,0.2101,0.2153,0.1866
19690226,0.0256,0.4105,-0.1361,-0.2206,-0.0729,-0.0866
19690227,0.0256,-0.4650,-0.2013,0.2981,0.4528,0.2616
19690228,0.0256,-0.0502,-0.1465,-0.0563,-0.0804,-0.0274
19690303,0.0240,0.1723,-0.1981,-0.0603,0.2531,0.2884
19690304,0.0240,0.9895,-0.0146,0.0409,0.0643,-0.2303
19690305,0.0240,0.3342,0.0602,0.1017,-0.1908,0.2655
19690306,0.0240,-1.1828,-0.0240,-0.0570,0.2407,0.2778
19690307,0.0240,-0.1833,-0.6544,0.2430,-0.2060,0.2353
19690310,0.0240,0.3531,-0.1211,0.1233,0.0244,0.1349
19690311,0.0240,0.3937,0.1947,0.0147,0.0183,0.0008
19690312,0.0240,-0.2897,-0.0954,0.3525,-0.0190,0.3201
19690313,0.0240,-0.7166,-0.0337,0.2715,0.1858,0.0621
19690314,0.0240,-0.5156,-0.2296,0.1631,0.2454,0.2190
19690317,0.0240,0.2071,-0.3732,-0.3215,0.1680,0.1092
19690318,0.0240,0.2849,0.5085,-0.1390,0.2655,-0.2292
19690319,0.0240,0.7166,0.1930,-0.1819,0.4386,0.0331
19690320,0.0240,0.6195,0.3126,-0.4243,-0.1714,0.0133
19690321,0.0240,-0.2024,0.2640,0.1396,0.0496,0.3666
19690324,0.0240,-0.1584,0.0130,0.1385,0.1151,0.2315
19690325,0.0240,0.1175,-0.0743,0.3178,0.2082,0.3461
19690326,0.0240,0.6377,-0.1267,-0.1524,-0.0052,-0.0522
19690327,0.0240,0.6794,-0.0597,-0.1224,0.2412,0.0650
19690328,0.0240,0.3945,0.1908,-0.0691,0.1585,0.0723
19690401,0.0231,-0.1355,0.1993,0.3284,0.5186,-0.0823
19690402,0.0231,-0.7053,0.0009,0.0002,0.1214,0.1158
19690403,0.0231,-0.0871,0.1114,0.0487,-0.0588,-0.0083
19690407,0.0231,-0.8717,-0.3896,0.1069,0.1224,0.1292
19690408,0.0231,0.2091,-0.0987,-0.0202,-0.2433,-0.0316
19690409,0.0231,0.7887,-0.1468,-0.1481,0.2695,0.0574
19690410,0.0231,0.4569,-0.0192,0.0390,0.2506,0.1411
19690411,0.0231,0.0893,0.0384,-0.0017,-0.0982,-0.1134
19690414,0.0231,-0.1404,-0.0891,0.2343,-0.0446,-0.2416
19690415,0.0231,-0.0952,0.0137,0.0968,0.2912,0.0952
19690416,0.0231,-0.8986,0.1847,0.1739,-0.1243,0.1413
19690417,0.0231,0.1173,-0.0597,0.1860,-0.0287,-0.1268
19690418,0.0231,0.3880,-0.1112,-0.0671,0.0187,0.0725
19690421,0.0231,-0.7682,-0.3998,0.3402,0.2427,0.4181
19690422,0.0231,0.1670,-0.4164,0.0230,-0.0855,-0.1701
19690423,0.0231,0.1021,0.3893,-0.3424,0.0764,0.0534
19690424,0.0231,0.4216,0.0863,-0.1975,0.2205,-0.2426
19690425,0.0231,0.4475,-0.0296,-0.2301,-0.3135,-0.0018
19690428,0.0231,0.3439,0.0371,0.0864,0.5405,0.0357
19690429,0.0231,0.8343,0.2509,-0.0713,0.1682,0.1187
19690430,0.0231,0.8603,0.2701,-0.0698,0.1644,-0.4959
19690501,0.0248,-0.1024,0.0746,0.3438,-0.2094,0.0649
19690502,0.0248,0.4632,0.0331,-0.0430,0.0276,0.0491
19690505,0.0248,0.4506,0.2811,0.0546,0.3094,0.1106
19690506,0.0248,0.4505,-0.0529,-0.1680,-0.0370,-0.0836
19690507,0.0248,-0.2082,-0.0614,0.1327,-0.1829,-0.2359
19690508,0.0248,0.3369,-0.0698,-0.1433,0.0343,0.0397
19690509,0.0248,0.0890,-0.1550,0.3027,-0.1173,0.1888
19690512,0.0248,-0.2008,-0.1956,0.4761,0.3758,-0.0374
19690513,0.0248,0.4012,-0.1324,0.0267,0.1035,-0.0358
19690514,0.0248,0.6831,-0.2153,0.0087,0.0581,-0.1164
19690515,0.0248,-0.3054,0.1005,-0.0014,-0.1967,-0.0350
19690516,0.0248,0.0186,-0.2559,0.0030,0.0697,0.1267
19690519,0.0248,-0.8775,0.2816,0.1411,-0.2133,-0.1202
19690520,0.0248,-0.8459,0.2956,0.0526,0.1655,-0.1450
19690521,0.0248,0.4184,0.0547,0.2058,0.0239,-0.4464
19690522,0.0248,0.1840,0.0855,0.0901,0.0393,0.6173
19690523,0.0248,-0.0253,-0.0022,0.0954,0.3479,0.5710
19690526,0.0248,-0.2060,-0.0501,-0.0963,0.0457,-0.0890
19690527,0.0248,-0.7928,-0.0625,-0.1238,0.0440,-0.0932
19690528,0.0248,-0.2662,0.2195,-0.1038,-0.1832,-0.0023
19690529,0.0248,0.2246,0.0387,0.2765,-0.3009,-0.1303
19690602,0.0244,-0.5397,-0.0361,-0.2125,-0.0117,0.2443
19690603,0.0244,-0.3351,-0.2916,0.1259,0.0804,-0.2558
19690604,0.0244,-0.0520,0.0163,-0.0485,0.0042,-0.0962
19690605,0.0244,0.0756,-0.1642,-0.1757,0.2326,-0.1855
19690606,0.0244,-0.6874,-0.0247,0.2003,0.5187,0.2587
19690609,0.0244,-0.9747,-0.1997,0.0949,0.3040,0.2638
19690610,0.0244,-0.7872,-0.1147,0.1512,-0.0763,-0.0635
19690611,0.0244,-0.9999,-0.3663,0.1348,-0.0993,0.1462
19690612,0.0244,-1.4158,-0.5517,-0.2582,-0.1002,0.0844
19690613,0.0244,0.3048,-0.1763,-0.0897,0.0761,-0.1634
19690616,0.0244,-0.3966,-0.2680,-0.2510,0.2741,0.5417
19690617,0.0244,-0.5258,-0.6484,0.2221,0.3868,0.2172
19690618,0.0244,-0.2226,-0.0682,-0.1345,0.3577,0.3246
19690619,0.0244,-0.8701,-1.0006,0.4891,0.1596,0.6138
19690620,0.0244,-0.7371,-0.4935,0.2808,0.3753,0.6880
19690623,0.0244,-0.6587,-0.8661,0.0131,0.3818,0.0090
19690624,0.0244,1.0942,0.1052,-0.2468,0.0810,-0.0295
19690625,0.0244,-0.4048,-0.1274,0.0036,0.1274,0.4392
19690626,0.0244,0.1703,-0.1717,-0.4657,0.2826,-0.2127
19690627,0.0244,0.0765,0.0975,-0.1600,0.3117,0.0683
19690630,0.0244,0.4574,0.2383,-0.3208,-0.1676,-0.2283
19690701,0.0262,0.4544,0.0712,-0.5790,-0.5810,-0.5918
19690702,0.0262,0.8554,0.3413,-0.2277,0.3579,0.2112
19690703,0.0262,0.7416,0.4670,-0.1237,-0.0781,-0.0337
19690707,0.0262,-0.6827,0.2322,0.4325,0.3536,0.8193
19690708,0.0262,-1.3813,0.0181,0.4637,0.0900,0.3694
19690709,0.0262,-0.7972,-0.1129,0.3888,0.1317,0.0251
19690710,0.0262,-1.6064,-0.3673,0.4133,0.0846,0.4599
19690711,0.0262,0.2866,-0.3066,0.2261,0.4165,0.5574
19690714,0.0262,-1.3700,-0.1278,0.5356,-0.0801,0.6092
19690715,0.0262,-0.4336,-0.5425,-0.1449,0.3009,0.0930
19690716,0.0262,1.0651,-0.0343,-0.2396,-0.1768,-0.3495
19690717,0.0262,0.5250,-0.2157,0.1532,0.3139,0.0790
19690718,0.0262,-0.7843,0.3260,0.0601,-0.0878,0.1118
19690722,0.0262,-1.5734,0.2824,0.5498,0.4271,0.8802
19690723,0.0262,-0.5285,-0.7820,-0.3595,0.0104,-0.0622
19690724,0.0262,-0.4231,0.1183,0.4105,0.4766,0.3611
19690725,0.0262,-1.0371,-0.1515,0.7099,0.4733,0.8015
19690728,0.0262,-2.2538,-1.2895,0.7785,0.3913,1.3122
19690729,0.0262,-0.9284,-1.0854,0.2675,-0.1543,-0.0073
19690730,0.0262,0.5233,-0.0027,-0.8901,-0.3259,-0.5964
19690731,0.0262,2.2177,0.1081,-0.6930,-0.1182,-1.1042
19690801,0.0280,1.9622,0.7219,-0.8326,-0.2553,-0.6092
19690804,0.0280,-0.5357,0.2835,0.4984,0.2994,-0.0176
19690805,0.0280,0.4196,-0.4598,-0.6091,0.3789,0.1407
19690806,0.0280,0.6475,-0.1643,-0.3118,-0.0401,-0.1963
19690807,0.0280,0.0836,0.0704,0.0991,0.0033,0.1180
19690808,0.0280,-0.0305,0.0777,0.1783,0.1417,0.1462
19690811,0.0280,-0.5980,0.0713,0.1048,0.0227,-0.0417
19690812,0.0280,-0.8266,0.0336,0.0415,0.4703,0.3958
19690813,0.0280,0.0224,-0.3053,-0.5960,-0.1105,-0.1302
19690814,0.0280,0.7494,0.2122,-0.5361,-0.0632,-0.5435
19690815,0.0280,0.8090,-0.2089,0.0821,0.2580,-0.1297
19690818,0.0280,0.7186,0.2374,-0.2422,0.0396,-0.1114
19690819,0.0280,0.5369,0.3131,0.0071,-0.0313,-0.2418
19690820,0.0280,-0.0185,0.0748,-0.0013,0.0678,0.1947
19690821,0.0280,0.2441,0.1110,-0.0306,0.0296,-0.1226
19690822,0.0280,0.6447,-0.1271,-0.3986,-0.4027,-0.2781
19690825,0.0280,-0.9367,0.6350,0.5139,0.0457,0.2268
19690826,0.0280,-0.7410,-0.1707,-0.0973,0.0771,0.2567
19690827,0.0280,0.2660,-0.0232,-0.2111,-0.1203,-0.2586
19690828,0.0280,0.4019,-0.3013,-0.0852,0.1515,-0.1160
19690829,0.0280,0.7203,-0.1051,-0.1339,-0.4597,-0.6354
19690902,0.0278,-0.1062,0.0171,0.1550,-0.1079,0.0855
19690903,0.0278,-0.7099,-0.0588,0.4442,0.3171,0.1635
19690904,0.0278,-0.8673,0.0899,0.2628,0.5356,0.6019
19690905,0.0278,-0.6464,-0.0249,0.1668,0.1858,0.1611
19690908,0.0278,-1.0681,0.1589,0.6331,0.3629,0.6497
19690909,0.0278,0.7417,-0.3833,-0.7250,-0.0792,0.0477
19690910,0.0278,1.6431,-0.5958,-0.6563,-0.4239,-0.9356
19690911,0.0278,-0.7002,0.4255,0.2389,0.0318,0.3303
19690912,0.0278,0.0583,-0.2955,-0.2468,-0.2127,-0.0495
19690915,0.0278,0.6201,-0.1514,-0.1887,-0.0267,-0.4027
19690916,0.0278,0.1173,0.2041,0.1283,0.4010,0.5138
19690917,0.0278,-0.3130,0.1849,-0.0507,0.2260,0.2971
19690918,0.0278,0.2809,-0.2480,-0.2795,-0.1638,0.2140
19690919,0.0278,0.3523,0.1080,-0.2832,-0.1702,-0.0376
19690922,0.0278,0.4088,-0.1763,-0.3004,0.5564,0.2306
19690923,0.0278,-0.0121,0.4892,-0.1402,-0.0430,0.0744
19690924,0.0278,-0.1883,0.1915,-0.1621,0.0618,-0.0401
19690925,0.0278,-0.7489,0.4156,0.9669,0.0427,0.5277
19690926,0.0278,-0.6998,0.1915,0.0411,0.0043,0.1456
19690929,0.0278,-0.7302,-0.1046,0.2628,0.1021,0.1753
19690930,0.0278,-0.3136,0.2075,-0.2292,0.1627,-0.1013
19691001,0.0248,-0.6298,0.1246,0.0820,0.0954,0.3472
19691002,0.0248,0.8564,-0.1983,-0.6104,-0.5165,-0.6517
19691003,0.0248,-0.0800,-0.0630,-0.0295,0.1761,-0.1809
19691006,0.0248,0.1716,-0.1931,-0.6279,-0.0780,-0.2615
19691007,0.0248,-0.2324,0.0349,0.1078,0.3304,0.4221
19691008,0.0248,-0.5302,0.1139,0.1136,0.3361,0.5247
19691009,0.0248,0.3302,-0.5101,-0.2779,0.0387,-0.0018
19691010,0.0248,0.6452,0.2509,-0.3455,-0.1664,-1.0163
19691013,0.0248,1.2482,0.3957,-0.5486,-0.6771,-0.6064
19691014,0.0248,1.2816,0.1880,-0.0656,-0.4653,-0.0986
19691015,0.0248,0.0441,0.7337,0.6162,0.2619,-0.0220
19691016,0.0248,0.6920,0.4380,0.3394,0.0328,-0.2278
19691017,0.0248,-0.0885,0.2843,-0.0133,-0.1735,-0.1318
19691020,0.0248,0.3050,0.4062,-0.1379,-0.2580,0.1225
19691021,0.0248,0.7964,0.3392,-0.0546,-0.0993,-0.1825
19691022,0.0248,0.6118,-0.1237,0.3443,-0.1965,0.1094
19691023,0.0248,-0.3342,0.1242,0.1711,0.2042,0.2220
19691024,0.0248,0.6894,-0.0303,-0.2687,0.0800,-0.2487
19691027,0.0248,-0.1015,0.4683,-0.3958,0.0622,0.1476
19691028,0.0248,-0.3055,-0.1011,0.2549,-0.2327,-0.2086
19691029,0.0248,-0.9007,0.1258,0.4824,0.0638,0.4186
19691030,0.0248,0.1729,-0.0685,-0.3205,-0.5614,0.0385
19691031,0.0248,0.3395,0.0604,-0.2080,0.3691,-0.0537
19691103,0.0289,-0.0726,-0.1624,0.3023,0.0783,0.1536
19691104,0.0289,0.0674,-0.0030,-0.5496,-0.0896,-0.1702
19691105,0.0289,0.4594,-0.1099,0.1980,0.1253,-0.1994
19691106,0.0289,0.1367,0.0887,0.0848,0.0577,-0.0955
19691107,0.0289,0.6495,0.0959,0.0898,0.4337,0.4708
19691110,0.0289,0.0619,-0.2427,0.2998,0.1164,0.4167
19691111,0.0289,-0.3735,0.0231,0.1437,0.3234,0.5379
19691112,0.0289,-0.1734,-0.1464,-0.0530,0.0787,0.1939
19691113,0.0289,-0.5903,-0.1821,0.0338,0.0561,0.5004
19691114,0.0289,-0.4326,-0.0801,0.1907,0.1527,0.0209
19691117,0.0289,-0.7899,-0.1646,0.2938,0.5978,0.4917
19691118,0.0289,-0.0935,-0.4885,0.0953,0.0484,-0.1261
19691119,0.0289,-0.5468,-0.0175,0.4321,0.1739,0.1021
19691120,0.0289,-1.1257,-0.3919,0.3046,0.1052,0.2675
19691121,0.0289,-0.6903,-0.1498,0.1694,-0.0759,0.1769
19691124,0.0289,-1.0830,-0.2786,0.0563,0.4859,0.3975
19691125,0.0289,-0.2514,0.2087,-0.6444,-0.0591,-0.2697
19691126,0.0289,0.3595,-0.1619,-0.6076,0.1283,-0.0931
19691128,0.0289,0.6364,0.1311,-0.7561,0.1345,-0.2802
19691201,0.0265,-0.7549,-0.1700,0.3722,0.3401,0.6392
19691202,0.0265,-0.6763,-0.1579,0.2963,0.4520,0.6804
19691203,0.0265,-1.2319,-0.4248,0.4247,0.5119,0.8268
19691204,0.0265,0.4064,-0.2887,-0.6350,0.1345,-0.5128
19691205,0.0265,-0.3869,-0.0473,0.7892,0.5639,0.4688
19691208,0.0265,-1.2668,-0.0340,0.4979,0.6810,0.7624
19691209,0.0265,-0.1959,-0.4796,-0.0997,0.2089,0.3130
19691210,0.0265,-0.0643,-0.0063,-0.3776,0.3227,0.2320
19691211,0.0265,0.0742,-0.1521,-0.0431,0.4052,-0.0856
19691212,0.0265,0.3038,-0.0398,-0.1265,0.3019,-0.0702
19691215,0.0265,-0.2841,-0.0557,-0.2099,0.1216,-0.4890
19691216,0.0265,-0.9940,-0.3294,-0.1811,0.0250,-0.1175
19691217,0.0265,-0.5351,-0.2779,-0.0781,-0.0067,0.2748
19691218,0.0265,1.5930,-0.5493,-0.5821,0.0102,0.0291
19691219,0.0265,0.8163,0.1635,0.0782,0.0904,-0.1251
19691222,0.0265,-0.9935,-0.1797,0.2752,0.4729,0.3032
19691223,0.0265,-0.5287,-0.6168,0.2259,-0.1998,0.2586
19691224,0.0265,1.1703,0.0654,-0.4849,-0.9100,-1.4795
19691226,0.0265,0.8141,-0.0495,-0.5480,-0.4164,-0.3614
19691229,0.0265,-0.7437,-0.1562,0.2500,0.2915,0.0953
19691230,0.0265,0.3869,-0.3603,-0.2437,0.1124,0.3591
19691231,0.0265,0.5590,0.2791,-0.3035,0.0379,-0.2617
19700102,0.0275,1.1790,1.0072,-0.1116,-1.3439,-1.0135
19700105,0.0275,0.5897,0.9029,0.3417,-0.8580,0.2784
19700106,0.0275,-0.7348,0.0562,0.1818,-0.2614,0.6301
19700107,0.0275,-0.1471,0.3829,-0.2557,-0.0192,0.1508
19700108,0.0275,0.0367,0.2733,-0.0948,0.1338,0.1227
19700109,0.0275,-0.3064,0.3681,0.1195,0.1379,0.3680
19700112,0.0275,-0.8003,0.1407,0.1304,0.2157,0.3342
19700113,0.0275,0.0464,-0.0880,0.0266,0.4596,0.4068
19700114,0.0275,-0.2435,0.0579,0.4375,0.6482,0.2752
19700115,0.0275,-0.0386,-0.3571,-0.1102,0.3496,0.5707
19700116,0.0275,-0.8155,0.1712,0.7646,0.0960,0.2737
19700119,0.0275,-1.3118,0.4062,0.9013,-0.5009,-0.3733
19700120,0.0275,0.1746,0.0866,-0.3112,-0.0722,-0.0280
19700121,0.0275,0.0638,-0.1880,0.0313,-0.2481,0.1876
19700122,0.0275,0.1103,-0.0365,-0.1802,-0.1047,-0.1396
19700123,0.0275,-1.0567,0.4186,0.6567,0.8653,0.9910
19700126,0.0275,-1.1307,-0.2653,0.5710,-0.0525,-0.1833
19700127,0.0275,-0.6701,-0.0282,0.1648,-0.0656,0.0043
19700128,0.0275,-0.9907,0.1453,-0.0626,0.0217,0.4459
19700129,0.0275,-1.3223,0.2338,0.4721,0.0781,0.2674
19700130,0.0275,-0.8799,0.2408,0.3385,-0.2975,0.3162
19700202,0.0324,0.8207,-0.6704,-0.2604,-0.1034,-0.1938
19700203,0.0324,1.2655,-0.2792,-0.0978,-0.7459,-0.3374
19700204,0.0324,-0.7339,0.1524,0.7788,0.4047,0.5444
19700205,0.0324,-0.4086,-0.1307,0.0169,-0.0220,0.2677
19700206,0.0324,0.5854,0.0330,-0.5762,-0.0403,0.1020
19700209,0.0324,0.8145,-0.0821,-0.3827,-0.0536,0.1162
19700210,0.0324,-0.9384,0.1517,0.3406,0.1784,0.6431
19700211,0.0324,0.8960,-0.6057,-0.5070,0.1183,0.0352
19700212,0.0324,-0.2048,0.4199,0.3781,0.1737,0.2657
19700213,0.0324,-0.2322,0.1097,0.3491,0.2325,0.0715
19700216,0.0324,-0.0683,0.0795,-0.0926,-0.4356,0.1125
19700217,0.0324,-0.2051,-0.2200,0.1224,0.1661,-0.0292
19700218,0.0324,1.1861,-0.7124,-0.2485,-0.3041,-0.6345
19700219,0.0324,0.2860,-0.0287,0.3281,-0.2558,-0.2924
19700220,0.0324,0.3140,-0.2983,0.4035,-0.0920,-0.1790
19700224,0.0324,-0.0276,-0.0286,0.6654,-0.2069,0.1147
19700225,0.0324,1.5178,-0.3894,0.0529,-0.7012,-0.5829
19700226,0.0324,-0.5314,0.0529,0.1879,-0.0954,0.2014
19700227,0.0324,0.6843,0.1238,0.0946,-0.4294,-0.4600
19700302,0.0263,0.1279,-0.0718,0.6256,-0.0270,0.2361
19700303,0.0263,0.5808,-0.1183,0.0793,-0.0534,0.0069
