DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19770120,0.0171,-0.7417,0.5194,0.1305,-0.3589,0.0717
19770121,0.0171,0.3580,0.1866,0.0923,-0.1328,0.1085
19770124,0.0171,0.0091,0.1660,0.0628,-0.1877,0.1121
19770125,0.0171,-0.0411,0.2246,0.0927,-0.6129,0.1451
19770126,0.0171,-0.6542,0.3532,0.0307,-0.1520,0.4535
19770127,0.0171,-0.5833,0.0960,-0.0461,-0.1391,0.1528
19770128,0.0171,0.0276,-0.1897,-0.2911,-0.1525,0.0973
19770131,0.0171,-0.0044,-0.5083,-0.5152,-0.1132,0.0753
19770201,0.0184,0.4982,0.2349,-0.2427,0.1524,0.1103
19770202,0.0184,-0.1116,0.4723,-0.0750,0.0077,0.1747
19770203,0.0184,-0.3938,0.1972,-0.2460,-0.0118,-0.2169
19770204,0.0184,0.1655,0.3373,0.0425,-0.0050,-0.0475
19770207,0.0184,0.0612,0.1560,-0.0603,0.0975,0.0251
19770208,0.0184,-0.2546,0.1963,0.0159,0.0959,-0.1768
19770209,0.0184,-0.8461,0.2061,-0.1940,0.0683,-0.2421
19770210,0.0184,0.0964,0.1161,0.2006,0.1128,-0.2550
19770211,0.0184,-0.5349,0.1768,0.2578,0.0076,0.2388
19770214,0.0184,0.4333,-0.1997,0.0364,0.5548,0.3123
19770215,0.0184,0.2837,-0.1384,0.2545,0.1539,0.0869
19770216,0.0184,0.3799,-0.2330,0.1975,0.0309,-0.1344
19770217,0.0184,-0.5223,0.1353,0.1545,-0.1333,0.0613
19770218,0.0184,-0.2861,0.1501,-0.0886,-0.0330,-0.1727
19770222,0.0184,-0.0311,-0.1850,-0.0664,0.3859,0.5169
19770223,0.0184,-0.3019,0.1136,-0.0020,-0.0634,0.1432
19770224,0.0184,-0.6153,-0.1520,-0.1689,-0.2230,-0.2464
19770225,0.0184,-0.1729,-0.0833,0.0688,0.1473,0.0211
19770228,0.0184,0.2030,-0.4057,0.0069,-0.0741,0.1862
19770301,0.0164,0.8508,-0.0582,-0.4211,0.1379,0.1642
19770302,0.0164,-0.2205,0.1806,0.1820,0.0501,-0.0724
19770303,0.0164,0.4374,-0.1290,-0.1526,0.0442,-0.1163
19770304,0.0164,0.3499,0.1921,0.0968,-0.0396,-0.1008
19770307,0.0164,0.1153,0.0264,-0.1095,-0.2057,0.1899
19770308,0.0164,-0.3385,0.1848,-0.0684,-0.3195,0.0593
19770309,0.0164,-0.7019,0.1931,-0.2232,-0.2585,-0.0057
19770310,0.0164,0.4781,-0.1238,-0.0466,0.2036,0.2823
19770311,0.0164,0.0724,0.2509,0.1802,0.2123,-0.0196
19770314,0.0164,0.6269,-0.3598,-0.0079,0.3285,-0.1422
19770315,0.0164,0.4362,-0.3541,0.3832,0.2018,-0.0497
19770316,0.0164,0.1930,-0.0265,0.1716,0.2776,-0.0804
19770317,0.0164,-0.0907,0.1613,-0.1500,0.0882,0.0546
19770318,0.0164,-0.2180,0.4060,-0.0417,-0.0800,-0.1381
19770321,0.0164,-0.4507,0.1656,-0.1094,0.0719,-0.0564
19770322,0.0164,-0.2177,0.2600,-0.2965,0.1631,0.0904
19770323,0.0164,-0.7824,0.2906,-0.1592,-0.3071,-0.6316
19770324,0.0164,-0.4647,0.3019,-0.1831,-0.1997,-0.0894
19770325,0.0164,-0.5870,0.4346,-0.0046,0.1023,0.0775
19770328,0.0164,-0.1474,-0.5550,0.1788,0.1970,0.2778
19770329,0.0164,0.5494,-0.2134,0.2831,0.0574,-0.0152
19770330,0.0164,-1.0980,0.2058,0.0263,-0.4040,-0.0678
19770331,0.0164,-0.1445,0.0390,0.1690,0.0456,0.0337
19770401,0.0205,0.7524,-0.2146,0.0600,0.1609,-0.0480
19770404,0.0205,-0.8913,0.3368,-0.0785,-0.1183,0.1220
19770405,0.0205,-0.2862,-0.3104,-0.1428,-0.0572,0.0309
19770406,0.0205,-0.0741,0.0891,0.0732,0.1890,0.1143
19770407,0.0205,0.3166,-0.2318,-0.0116,0.2310,0.1772
19770411,0.0205,0.4852,-0.3560,0.0567,0.3050,0.0764
19770412,0.0205,1.2014,-0.3032,0.3862,0.0996,0.2900
19770413,0.0205,0.0317,0.2392,-0.1557,0.0457,-0.0875
19770414,0.0205,0.8383,0.0667,0.1865,0.2712,-0.0239
19770415,0.0205,0.0328,0.1818,0.1220,0.0801,0.1110
19770418,0.0205,-0.4002,0.3336,-0.1653,-0.1336,-0.2971
19770419,0.0205,-0.3283,0.4190,-0.0167,0.0714,0.0831
19770420,0.0205,0.3348,0.3881,0.1807,-0.2587,-0.0666
19770421,0.0205,-0.6515,0.1825,0.0952,-0.2774,-0.0842
19770422,0.0205,-1.2047,0.4091,0.1642,-0.5925,0.0874
19770425,0.0205,-1.2532,0.0919,0.1447,-0.3697,0.2139
19770426,0.0205,-0.0573,-0.1860,0.1547,0.1455,0.1305
19770427,0.0205,0.8536,-0.0142,-0.1628,0.4181,0.0863
19770428,0.0205,0.2026,-0.0831,0.0079,0.2100,-0.0675
19770429,0.0205,0.2508,0.2529,0.2374,-0.0916,-0.1489
19770502,0.0183,0.5248,-0.2654,0.2441,0.2786,0.3123
19770503,0.0183,0.4726,-0.1348,-0.0900,0.0198,-0.0896
19770504,0.0183,0.5677,-0.1713,0.2722,0.0981,-0.0880
19770505,0.0183,0.2681,0.2382,0.0565,0.0935,0.0360
19770506,0.0183,-0.4150,0.4081,-0.0127,-0.0193,-0.1543
19770509,0.0183,-0.2086,0.2200,0.0214,0.1462,0.0706
19770510,0.0183,0.2969,-0.2298,0.1104,-0.0448,0.1288
19770511,0.0183,-0.5523,0.4785,0.0627,0.0534,-0.0238
19770512,0.0183,-0.0312,0.1118,-0.1784,-0.0501,-0.0129
19770513,0.0183,0.3201,0.1408,0.2158,0.0236,0.1760
19770516,0.0183,0.4018,-0.2226,0.2777,0.0131,0.4021
19770517,0.0183,0.2523,-0.0611,-0.2131,0.1474,0.3249
19770518,0.0183,0.4810,0.0049,0.0174,0.2564,0.1472
19770519,0.0183,-0.3257,0.3463,0.0732,0.1070,0.1803
19770520,0.0183,-0.3709,0.3967,-0.2286,-0.0096,0.1161
19770523,0.0183,-1.1259,0.1676,-0.0252,0.1255,0.0098
19770524,0.0183,-0.4717,-0.1400,-0.1477,-0.0404,0.4019
19770525,0.0183,-0.8248,0.1881,0.2234,0.0302,0.2327
19770526,0.0183,0.1590,-0.2388,-0.0546,0.1091,0.2011
19770527,0.0183,-0.6458,0.4995,-0.2590,0.0003,0.0421
19770531,0.0183,-0.2397,-0.3005,-0.0789,0.3724,0.2786
19770601,0.0169,0.7363,-0.3231,-0.0621,0.1389,-0.0224
19770602,0.0169,-0.1347,0.1616,0.0987,-0.0621,-0.0860
19770603,0.0169,0.8668,-0.1522,-0.1149,0.1436,0.0689
19770606,0.0169,-0.3895,0.3762,-0.1678,0.1242,0.2196
19770607,0.0169,0.4425,-0.2263,0.3246,0.2318,0.0279
19770608,0.0169,0.5100,-0.0589,0.1322,0.0676,0.3402
19770609,0.0169,-0.0256,0.4951,-0.2989,-0.0391,0.1580
19770610,0.0169,0.2881,0.2674,0.3091,0.1563,0.0094
19770613,0.0169,0.3225,-0.1893,-0.0773,0.1728,0.3675
19770614,0.0169,0.9947,-0.5439,-0.2228,-0.0164,0.3768
19770615,0.0169,-0.1993,0.4362,-0.1199,0.1394,0.0557
19770616,0.0169,0.2938,0.1934,-0.2388,0.0830,-0.1761
19770617,0.0169,0.1472,0.2338,-0.0084,-0.0163,-0.1173
19770620,0.0169,0.4305,-0.0351,0.1147,-0.0004,0.1136
19770621,0.0169,0.3217,-0.1122,0.0095,0.1259,0.1506
19770622,0.0169,-0.1948,0.4386,-0.0483,0.0951,-0.0357
19770623,0.0169,0.2190,0.5067,-0.1643,0.1015,0.2751
19770624,0.0169,0.5601,0.2937,-0.0621,0.2947,0.1159
19770627,0.0169,-0.0986,0.3242,-0.0554,0.3194,0.5703
19770628,0.0169,-0.7213,0.4234,-0.0811,-0.0729,0.2515
19770629,0.0169,-0.0707,0.1820,0.0219,-0.0195,0.0790
19770630,0.0169,0.3485,0.2357,0.0523,0.2916,0.0166
19770701,0.0203,-0.2589,0.5455,0.0061,-0.2419,-0.1254
19770705,0.0203,0.0114,0.1910,0.0964,0.2698,0.3130
19770706,0.0203,-0.4517,0.2688,0.0316,-0.0339,0.0565
19770707,0.0203,0.3110,-0.0612,0.2060,-0.0592,0.1966
19770708,0.0203,-0.0066,0.4259,0.1554,-0.0825,-0.0394
19770711,0.0203,-0.2560,0.1964,0.1284,0.0966,0.3711
19770712,0.0203,-0.0938,0.1631,0.3241,0.5198,0.3308
19770713,0.0203,0.1646,-0.0223,-0.0650,0.3300,0.2461
19770715,0.0203,0.6047,-0.1951,0.0138,0.0235,0.3920
19770718,0.0203,0.6227,-0.2563,-0.0188,0.1637,0.1909
19770719,0.0203,0.6225,-0.3081,0.3249,0.1287,0.1677
19770720,0.0203,-0.0244,-0.1520,0.1499,0.1109,-0.1141
19770721,0.0203,-0.1054,0.1675,0.0042,0.0336,0.1298
19770722,0.0203,0.0731,0.1272,-0.0293,-0.1531,-0.0523
19770725,0.0203,-0.6686,0.3940,-0.3442,0.1070,0.1744
19770726,0.0203,-0.5259,0.0280,0.1812,0.1755,-0.0192
19770727,0.0203,-1.5970,0.0076,-0.2135,0.1263,0.2257
19770728,0.0203,-0.0498,-0.2148,-0.0834,0.0736,0.0664
19770729,0.0203,-0.0149,-0.2973,0.2249,0.1109,-0.0452
19770801,0.0217,0.3427,-0.1409,-0.1571,0.1556,0.1362
19770802,0.0217,-0.6107,-0.0482,-0.2396,-0.2754,-0.0055
19770803,0.0217,-0.2248,-0.2319,0.1740,0.1443,0.0635
19770804,0.0217,0.4877,0.0702,0.1528,0.3794,0.1996
19770805,0.0217,0.0107,0.2454,0.0385,0.2133,-0.0902
19770808,0.0217,-0.5892,0.0396,-0.1876,-0.2404,-0.0766
19770809,0.0217,0.0638,-0.1172,0.1044,0.0385,-0.0613
19770810,0.0217,0.7020,-0.3815,0.2220,0.2266,-0.0117
19770811,0.0217,-0.5423,0.4310,-0.4295,-0.0809,-0.0867
19770812,0.0217,-0.3094,0.1462,0.0791,-0.0067,0.0599
19770815,0.0217,0.2120,-0.3159,-0.1023,0.3990,0.2548
19770816,0.0217,-0.3600,0.2644,-0.1166,0.0153,0.0079
19770817,0.0217,-0.0500,-0.0761,-0.2423,0.1679,-0.1399
19770818,0.0217,0.0024,0.1866,-0.0109,0.2608,-0.1637
19770819,0.0217,-0.2302,0.1546,0.2502,0.6111,-0.0005
19770822,0.0217,0.2633,-0.2461,-0.1459,0.2834,-0.1210
19770823,0.0217,-0.1499,0.1659,0.0678,-0.1690,-0.1388
19770824,0.0217,-0.3843,0.2606,0.1254,-0.1034,0.0182
19770825,0.0217,-0.9165,0.1026,0.1506,-0.3227,-0.0130
19770826,0.0217,-0.0905,-0.2504,0.0388,-0.0197,0.1033
19770829,0.0217,0.8005,-0.2290,-0.2746,0.3587,0.1290
19770830,0.0217,-0.4682,0.1332,-0.1151,-0.3635,-0.2334
19770831,0.0217,0.2380,-0.3671,-0.3169,-0.1222,0.1563
19770901,0.0206,0.1444,0.5351,0.1054,0.0265,0.1712
19770902,0.0206,0.6309,-0.0564,0.1275,0.2429,-0.1601
19770906,0.0206,0.1677,-0.0391,-0.1086,0.0280,0.0651
19770907,0.0206,0.2565,0.0425,-0.0317,0.1837,0.1108
19770908,0.0206,-0.6310,0.4716,0.0685,-0.0388,-0.0473
19770909,0.0206,-0.8464,0.3827,-0.0095,-0.1910,0.1108
19770912,0.0206,-0.3094,0.0152,-0.2034,-0.0772,0.2817
19770913,0.0206,0.0001,-0.1179,-0.0167,0.1043,0.1143
19770914,0.0206,0.3614,-0.2099,0.0397,0.1696,-0.0580
19770915,0.0206,0.3146,0.0768,-0.0151,0.2445,0.1315
19770916,0.0206,-0.2974,0.4081,0.0970,-0.0658,-0.1386
19770919,0.0206,-0.5935,0.1357,-0.1638,0.0047,0.3263
19770920,0.0206,0.0127,-0.0567,0.1297,0.3002,0.3248
19770921,0.0206,-0.7444,0.1726,-0.0744,-0.2112,0.0912
19770922,0.0206,-0.0620,0.0562,-0.0689,0.3287,0.1266
19770923,0.0206,-0.0248,0.1490,0.0327,0.0133,0.0661
19770926,0.0206,0.2513,-0.2179,0.2271,0.6703,0.3334
19770927,0.0206,-0.1375,0.0088,0.0299,-0.2174,-0.0916
19770928,0.0206,0.0385,-0.0507,-0.1060,0.1840,0.0258
19770929,0.0206,0.5156,-0.1727,-0.0738,-0.0773,0.0333
19770930,0.0206,0.6934,-0.0795,-0.0907,-0.1186,-0.2628
19771003,0.0235,0.2758,0.0116,-0.0116,-0.2871,-0.0010
19771004,0.0235,-0.6114,0.4652,-0.0862,-0.1969,0.1493
19771005,0.0235,-0.3589,-0.0180,-0.1510,-0.2569,-0.0354
19771006,0.0235,0.3615,0.0046,0.1582,0.0432,0.0314
19771007,0.0235,-0.0106,0.3306,-0.2376,-0.0603,-0.0897
19771010,0.0235,-0.1744,0.1676,0.0461,-0.0722,0.1060
19771011,0.0235,-0.7659,0.2971,-0.0332,-0.0710,0.2085
19771012,0.0235,-1.1286,-0.3811,-0.0652,-0.3384,-0.0218
19771013,0.0235,-0.6870,-0.1045,0.0720,0.2834,0.1422
19771014,0.0235,0.0222,-0.0296,-0.1048,0.0474,-0.0529
19771017,0.0235,-0.1083,-0.0281,-0.1663,0.1027,0.2888
19771018,0.0235,-0.0232,0.2741,0.0106,-0.0383,-0.0700
19771019,0.0235,-1.0502,0.4875,-0.3600,-0.7524,0.2122
19771020,0.0235,0.1904,-0.3400,0.0597,0.1842,0.2771
19771021,0.0235,-0.2279,0.1472,0.2604,0.0162,0.1424
19771024,0.0235,-0.7858,-0.1056,0.0779,0.2629,0.2809
19771025,0.0235,-0.8345,-0.3715,-0.1819,-0.0982,0.0056
19771026,0.0235,0.9821,-0.4126,0.1886,0.1389,-0.3470
19771027,0.0235,0.3555,0.3876,-0.0278,0.3064,-0.1004
19771028,0.0235,0.3330,0.2061,0.1384,-0.1389,0.0326
19771031,0.0235,-0.1879,0.4552,-0.0916,-0.0468,0.0463
19771101,0.0236,-0.9756,0.2963,0.1979,-0.0604,0.4529
19771102,0.0236,-0.5963,0.3725,-0.2408,-0.0135,0.1419
19771103,0.0236,0.1432,-0.0273,0.0748,0.0874,-0.2057
19771104,0.0236,0.9398,0.1543,0.0556,0.2255,0.0605
19771107,0.0236,0.8158,-0.0806,0.1772,0.4365,-0.0754
19771108,0.0236,0.1866,0.3400,-0.1229,-0.0892,0.1189
19771109,0.0236,0.4965,0.1744,0.2884,0.3078,0.1786
19771110,0.0236,1.9151,-0.2409,0.0061,0.7532,-0.0641
19771111,0.0236,1.2842,-0.3595,-0.0944,-0.0942,-0.1602
19771114,0.0236,-0.5029,0.5004,-0.0887,-0.2673,0.3326
19771115,0.0236,0.6480,0.0297,0.0649,0.6349,-0.0177
19771116,0.0236,-0.3265,0.5190,0.2293,0.3104,0.1499
19771117,0.0236,-0.2133,0.8296,0.1541,-0.1512,0.1007
19771118,0.0236,0.2504,0.4698,0.1255,0.1322,0.0340
19771121,0.0236,-0.0827,0.0834,-0.1395,0.0368,0.1627
19771122,0.0236,0.8604,-0.1992,-0.0384,0.3147,0.0150
19771123,0.0236,0.5870,0.3234,0.2589,0.3992,-0.1250
19771125,0.0236,0.3186,0.2036,0.1233,-0.0804,-0.2554
19771128,0.0236,-0.5355,0.1982,0.1166,-0.1875,0.1319
19771129,0.0236,-1.4078,0.5806,-0.2070,-0.4493,0.1331
19771130,0.0236,0.1709,0.0246,0.1621,0.2772,0.1131
19771201,0.0223,0.0456,0.6910,0.2205,0.3757,0.2498
19771202,0.0223,0.0136,0.3828,0.0908,-0.2973,0.0134
19771205,0.0223,-0.3562,0.2646,-0.0870,-0.0414,0.0790
19771206,0.0223,-1.5151,0.0233,-0.0940,-0.2868,0.2446
19771207,0.0223,-0.1410,0.0868,-0.1409,0.3104,0.0239
19771208,0.0223,0.1999,-0.0040,-0.0016,0.0341,0.1976
19771209,0.0223,0.6891,-0.0395,-0.0023,0.0471,0.2138
19771212,0.0223,0.0393,-0.0275,0.0958,0.1179,0.1925
19771213,0.0223,-0.0526,-0.1254,0.1462,0.0547,0.1342
19771214,0.0223,0.3301,0.0699,-0.0312,0.2823,0.0219
19771215,0.0223,-0.3959,0.3788,-0.1498,-0.1928,0.0301
19771216,0.0223,-0.1121,0.1573,0.0085,-0.0447,0.0476
19771219,0.0223,-0.7078,0.0410,-0.1540,-0.1632,0.1436
19771220,0.0223,-0.3579,-0.2979,0.0382,0.0858,0.0200
19771221,0.0223,0.5840,-0.1516,0.0925,0.2873,-0.1229
19771222,0.0223,0.6588,-0.3703,-0.0205,0.0442,-0.1368
19771223,0.0223,0.8845,-0.1787,-0.0543,0.0723,-0.1743
19771227,0.0223,-0.0186,-0.1675,0.0768,0.2590,0.3993
19771228,0.0223,0.0200,0.2661,-0.1645,-0.0123,0.3764
19771229,0.0223,0.3108,-0.0475,-0.0763,0.3537,-0.0206
19771230,0.0223,0.1851,0.2542,-0.0692,-0.1217,0.0208
19780103,0.0255,-1.2961,0.4552,-0.1831,-0.8368,-0.1599
19780104,0.0255,-0.4080,-0.2029,-0.0695,-0.0527,-0.3458
19780105,0.0255,-0.7339,0.4736,-0.0517,-0.4908,-0.1772
19780106,0.0255,-1.2372,-0.1473,0.0725,-0.0399,-0.0752
19780109,0.0255,-1.1839,-0.3944,-0.1618,-0.5164,0.0748
19780110,0.0255,-0.6419,-0.2583,0.2392,-0.2791,-0.3380
19780111,0.0255,-0.5308,0.1013,0.2917,-0.1147,0.2923
19780112,0.0255,0.1852,0.1771,0.1471,-0.0829,-0.0930
19780113,0.0255,-0.0299,0.2869,0.1305,-0.0425,-0.0217
19780116,0.0255,-0.3475,-0.3658,0.0285,-0.2470,-0.0568
19780117,0.0255,0.5213,0.0842,0.1216,0.4765,-0.1783
19780118,0.0255,0.6825,0.1314,0.0984,0.0586,-0.1349
19780119,0.0255,-0.3444,0.7717,-0.1871,-0.0230,0.0343
19780120,0.0255,-0.2103,0.2260,0.1042,0.0042,0.1660
19780123,0.0255,-0.6652,0.2316,0.0578,-0.1767,0.0658
19780124,0.0255,0.0151,0.0393,-0.1137,-0.0181,-0.0777
19780125,0.0255,0.1646,0.3399,0.2173,-0.0507,0.0260
19780126,0.0255,-0.7706,0.5835,0.2511,0.2635,0.5294
19780127,0.0255,-0.0250,-0.0501,0.1270,0.0914,0.1864
19780130,0.0255,0.7519,-0.3445,-0.0527,0.1297,0.1686
19780131,0.0255,-0.0878,0.2775,-0.1649,0.1637,0.2946
19780201,0.0259,0.7801,0.2011,-0.0989,0.3351,0.2429
19780202,0.0259,0.3339,0.1955,0.2776,-0.1194,0.1359
19780203,0.0259,-0.2993,0.7035,-0.0015,0.1156,-0.1806
19780206,0.0259,-0.0035,0.0582,0.1201,0.0338,0.1220
19780207,0.0259,0.7498,-0.3522,0.1408,0.0980,-0.0237
19780208,0.0259,0.5204,-0.0099,0.1620,0.0038,-0.1225
19780209,0.0259,-0.3665,0.5842,0.0771,-0.1600,0.1212
19780210,0.0259,-0.1220,0.3352,0.0403,-0.2542,0.0435
19780213,0.0259,-0.2693,0.1876,0.1761,0.0076,0.4006
19780214,0.0259,-0.7851,0.2719,0.2013,-0.2662,0.0272
19780215,0.0259,-0.2621,0.0568,0.0839,-0.0133,-0.0434
19780216,0.0259,-0.7853,0.2849,-0.0638,0.0070,0.1984
19780217,0.0259,-0.1122,0.2090,0.1464,0.2081,0.1843
19780221,0.0259,-0.3890,0.2699,0.1446,-0.0416,0.2731
19780222,0.0259,0.0604,0.3314,-0.1880,0.1754,0.1355
19780223,0.0259,0.1806,0.1555,-0.0180,0.1021,0.1264
19780224,0.0259,0.8375,-0.0540,0.0172,0.3892,-0.1560
19780227,0.0259,-0.6989,0.3250,-0.0456,-0.2154,0.0759
19780228,0.0259,-0.7876,0.1246,0.1649,-0.1100,0.2710
19780301,0.0228,0.1048,-0.0797,0.3063,0.0496,0.1128
19780302,0.0228,0.2096,0.1865,0.4313,0.0754,-0.0033
19780303,0.0228,0.1335,0.0384,0.1565,-0.3218,-0.2824
19780306,0.0228,-0.5359,0.2113,0.0604,-0.1698,-0.0396
19780307,0.0228,0.4756,-0.2140,0.2218,0.2614,0.0519
19780308,0.0228,0.4911,-0.0062,-0.0244,0.3263,0.1018
19780309,0.0228,0.1993,0.4814,-0.1811,0.1789,-0.0150
19780310,0.0228,1.0369,-0.0520,0.0331,0.0944,-0.2991
19780313,0.0228,0.0985,0.0554,0.1108,0.1840,0.2416
19780314,0.0228,0.4008,-0.3648,0.2676,-0.3632,0.2437
19780315,0.0228,-0.1757,0.3872,0.1024,-0.2365,-0.0015
19780316,0.0228,0.4334,0.4270,0.2280,0.2442,0.0398
19780317,0.0228,0.7299,-0.0621,0.1834,0.1421,-0.2191
19780320,0.0228,0.5814,-0.1913,0.1665,0.1034,-0.1840
19780321,0.0228,-0.9714,0.7701,-0.5377,-0.2629,0.3031
19780322,0.0228,-0.2583,0.3705,-0.0376,-0.0856,0.2251
19780323,0.0228,-0.0526,0.3663,0.4336,-0.0585,-0.2479
19780327,0.0228,-0.4248,0.5086,0.0111,0.1002,0.1512
19780328,0.0228,0.6154,-0.1040,0.4618,0.3790,-0.1659
19780329,0.0228,0.2043,0.2814,0.0312,-0.1232,0.0948
19780330,0.0228,-0.2242,0.2653,0.0355,-0.0935,0.0808
19780331,0.0228,-0.2296,0.0113,0.0150,-0.2681,-0.1364
19780403,0.0285,-0.7143,0.1029,-0.1756,-0.0917,0.1813
19780404,0.0285,0.3782,0.1868,-0.0472,0.1027,0.0288
19780405,0.0285,0.8123,0.1689,0.1005,0.4967,0.0792
19780406,0.0285,0.2345,0.1627,-0.2317,-0.1152,-0.0824
19780407,0.0285,0.4692,0.0037,0.0537,0.2870,-0.1968
19780410,0.0285,0.3080,-0.0802,-0.0283,0.1462,-0.0654
19780411,0.0285,-0.2104,0.2992,-0.2968,0.1359,-0.0224
19780412,0.0285,-0.0314,0.3603,0.0647,0.0005,0.0498
19780413,0.0285,0.9695,0.1049,0.1808,0.5364,0.1116
19780414,0.0285,1.8585,-0.6217,-0.2740,0.9348,-0.0005
19780417,0.0285,1.3863,-1.2496,0.0858,1.0488,-0.2453
19780418,0.0285,-1.0322,0.2992,-0.1359,-0.2824,0.1048
19780419,0.0285,0.3585,0.1565,0.2697,0.2261,-0.0069
19780420,0.0285,0.7148,0.1117,-0.0969,0.2828,0.1119
19780421,0.0285,-0.1004,0.5428,-0.0475,0.0043,0.0641
19780424,0.0285,1.2411,-0.6241,0.1781,0.8245,-0.0418
19780425,0.0285,0.7730,-0.4682,-0.1722,0.4960,0.1940
19780426,0.0285,0.1688,0.0533,0.0623,-0.0732,0.0271
19780427,0.0285,-0.8655,0.4307,0.0183,-0.0678,0.0841
19780428,0.0285,0.8644,-0.0045,0.1968,0.4702,0.1510
19780501,0.0241,0.8361,-0.1624,0.1288,0.5452,0.5287
19780502,0.0241,-0.2591,0.4806,0.0808,-0.0091,0.3602
19780503,0.0241,-0.7292,0.8628,0.1828,-0.2263,-0.0073
19780504,0.0241,-0.0542,0.4795,0.1338,-0.1126,-0.1927
19780505,0.0241,0.6815,0.1596,-0.0083,0.1010,0.0906
19780508,0.0241,-0.2583,0.3593,-0.2015,0.0519,0.2525
19780509,0.0241,-0.1677,0.3247,-0.1600,-0.1659,-0.1002
19780510,0.0241,0.0924,0.3171,0.4489,0.2182,-0.1637
19780511,0.0241,1.1214,-0.2007,0.0766,0.1927,0.2921
19780512,0.0241,0.8336,-0.0918,-0.0548,0.2993,0.1740
19780515,0.0241,0.5926,-0.4989,-0.0052,0.2401,0.0604
19780516,0.0241,0.6644,-0.1740,-0.0934,0.2524,0.0459
19780517,0.0241,0.2911,0.2814,-0.2884,-0.4007,-0.4061
19780518,0.0241,-0.7491,0.7667,-0.1183,-0.4068,-0.2457
19780519,0.0241,-0.4362,0.4561,0.1037,-0.1387,-0.2614
19780522,0.0241,0.8353,-0.4109,-0.0329,-0.0485,0.0373
19780523,0.0241,-0.8505,0.3743,-0.0583,-0.1949,-0.0246
19780524,0.0241,-0.9781,-0.1749,0.0451,-0.1670,0.1839
19780525,0.0241,-0.1766,0.2313,0.4856,-0.0868,-0.1332
19780526,0.0241,-0.1663,0.2797,-0.0275,0.2500,0.0965
19780530,0.0241,0.2331,-0.0105,0.0550,-0.0472,0.0502
19780531,0.0241,0.3988,-0.1151,0.0356,0.3523,0.0317
19780601,0.0243,0.1087,0.0982,0.0829,0.0366,0.2373
19780602,0.0243,0.7351,-0.1732,0.1132,0.2503,0.2200
19780605,0.0243,1.5956,-0.5817,-0.0124,0.5127,0.2555
19780606,0.0243,0.4264,0.0583,-0.1974,0.4001,0.3396
19780607,0.0243,-0.1380,0.2700,0.2092,0.3269,0.0980
19780608,0.0243,0.2147,0.5405,0.0631,0.2650,0.1731
19780609,0.0243,-0.1416,0.5175,0.1377,-0.0534,0.0181
19780612,0.0243,-0.2791,0.2720,0.0463,0.1564,-0.0040
19780613,0.0243,0.0799,0.0917,0.3653,0.0091,0.4445
19780614,0.0243,-0.0620,0.7127,-0.1753,-0.0348,-0.3102
19780615,0.0243,-0.9636,0.3717,-0.4468,-0.2108,0.0705
19780616,0.0243,-0.8500,0.3503,-0.2376,-0.0682,-0.0937
19780619,0.0243,-0.1904,-0.4689,0.0461,-0.2489,-0.1253
19780620,0.0243,-0.9488,0.0357,0.1211,-0.1857,-0.1771
19780621,0.0243,-0.6474,-0.5062,0.2061,-0.2840,0.1017
19780622,0.0243,0.2125,-0.0770,0.2625,-0.0619,-0.2801
19780623,0.0243,-0.2845,0.6863,-0.0171,0.0506,-0.0399
19780626,0.0243,-1.2665,-0.3605,0.1933,0.1374,0.2244
19780627,0.0243,0.2134,-0.6924,-0.2166,-0.0170,0.3465
19780628,0.0243,0.3695,-0.1201,0.2736,0.1438,-0.0205
19780629,0.0243,0.2080,0.2663,0.0909,-0.0317,-0.3079
19780630,0.0243,-0.0692,0.1428,-0.1725,0.1018,0.0210
19780703,0.0279,-0.3066,0.3180,-0.1177,0.0177,-0.0621
19780705,0.0279,-0.8701,0.0130,0.1769,0.2548,0.2689
19780706,0.0279,-0.0266,-0.3961,-0.1655,-0.1496,0.0497
19780707,0.0279,0.5687,0.1063,0.2313,0.1197,0.0143
19780710,0.0279,0.3357,-0.0692,0.2539,0.7575,0.4547
19780711,0.0279,0.6050,-0.2072,-0.0345,-0.1976,0.0422
19780712,0.0279,0.3480,0.0045,-0.1513,0.0316,-0.1767
19780713,0.0279,0.0160,0.1402,0.0991,0.0657,0.1112
19780714,0.0279,1.2283,-0.4542,0.1188,0.2271,0.4649
19780717,0.0279,0.2289,0.2769,-0.1022,0.2319,0.2650
19780718,0.0279,-0.7830,0.3753,0.2568,-0.1173,0.1350
19780719,0.0279,1.0993,-0.4165,0.1405,-0.0345,0.1250
19780720,0.0279,-0.0024,0.5238,-0.2828,0.1406,0.0192
19780721,0.0279,-0.3201,0.2635,0.0543,-0.2325,0.0042
19780724,0.0279,-0.1038,0.0324,0.1128,0.2467,0.3169
19780725,0.0279,0.6765,-0.4142,0.0285,-0.2800,0.0354
19780726,0.0279,0.6019,0.1680,-0.1249,0.2472,0.2730
19780727,0.0279,0.5162,0.1372,-0.0697,0.2215,0.2912
19780728,0.0279,0.4626,0.0230,0.1237,0.1451,0.1924
19780731,0.0279,0.7113,-0.1269,-0.0836,-0.0861,-0.0948
19780801,0.0241,0.1185,-0.0544,0.0548,-0.2067,-0.1631
